trip_id,pickup_location,drop_location,pickup_time,distance_km,fare,driver_id
TRIP-561723,Viman Nagar,Wakad,2025-07-31T04:26:15.989060,13.29,211.57,DR-7507
TRIP-770284,Koregaon Park,Swargate,2025-07-31T00:22:16.003150,11.08,200.6,DR-7602
TRIP-681111,Kothrud,Hinjewadi,2025-07-30T20:20:16.023845,7.56,114.3,DR-2197
TRIP-380335,Hinjewadi,Kothrud,2025-07-31T04:25:16.044361,3.32,79.36,DR-1597
TRIP-340765,Hinjewadi,Shivajinagar,2025-07-31T09:33:16.065154,13.02,186.85,DR-5116
TRIP-887764,Viman Nagar,Hinjewadi,2025-07-30T20:41:16.086048,10.71,164.16,DR-7272
TRIP-178412,Wakad,Shivajinagar,2025-07-31T17:51:16.106919,12.61,193.22,DR-6426
TRIP-310674,Viman Nagar,Shivajinagar,2025-07-31T12:34:16.129687,11.15,200.46,DR-4623
TRIP-973160,Kothrud,Baner,2025-07-31T05:14:16.148423,7.39,129.57,DR-7555
TRIP-800608,Shivajinagar,Kothrud,2025-07-31T06:22:16.169332,7.15,125.63,DR-5638
TRIP-685728,Koregaon Park,Swargate,2025-07-31T19:06:16.190273,13.94,233.89,DR-4143
TRIP-740265,Viman Nagar,Koregaon Park,2025-07-31T18:50:16.213078,5.52,110.26,DR-5919
TRIP-405006,Hinjewadi,Kothrud,2025-07-31T06:05:16.224819,7.74,116.97,DR-5591
TRIP-530079,Hinjewadi,Baner,2025-07-31T17:19:16.238771,4.78,104.59,DR-3356
TRIP-315364,Hinjewadi,Swargate,2025-07-30T22:57:16.254641,13.69,239.27,DR-7522
TRIP-914753,Swargate,Wakad,2025-07-31T15:16:16.266855,13.64,177.14,DR-3884
TRIP-207996,Wakad,Baner,2025-07-31T11:41:16.280354,10.75,163.55,DR-2359
TRIP-399500,Shivajinagar,Viman Nagar,2025-07-31T11:13:16.301669,8.45,138.49,DR-2526
TRIP-373107,Wakad,Viman Nagar,2025-07-31T07:08:16.316615,10.08,177.27,DR-8701
TRIP-546040,Shivajinagar,Kothrud,2025-07-31T12:13:16.328898,7.45,140.5,DR-7033
TRIP-716046,Koregaon Park,Swargate,2025-07-31T11:57:16.342754,8.29,146.03,DR-4211
TRIP-249153,Baner,Shivajinagar,2025-07-30T21:41:16.356600,11.67,197.15,DR-9373
TRIP-659706,Shivajinagar,Swargate,2025-07-31T10:43:16.372580,10.44,179.65,DR-1191
TRIP-331861,Koregaon Park,Swargate,2025-07-31T09:57:16.384769,6.59,125.45,DR-6169
TRIP-280552,Wakad,Baner,2025-07-31T02:45:16.398313,12.39,176.12,DR-6113
TRIP-463015,Baner,Viman Nagar,2025-07-31T02:07:16.412193,10.77,174.24,DR-7270
TRIP-327966,Swargate,Baner,2025-07-31T10:00:16.432975,4.83,104.83,DR-3147
TRIP-751137,Hinjewadi,Viman Nagar,2025-07-31T03:16:16.453877,4.74,98.28,DR-7036
TRIP-447402,Viman Nagar,Shivajinagar,2025-07-31T11:52:16.474645,8.78,126.88,DR-2105
TRIP-382562,Hinjewadi,Kothrud,2025-07-31T15:16:16.497515,7.55,138.15,DR-5588
TRIP-983141,Baner,Hinjewadi,2025-07-31T18:33:16.518266,14.93,244.01,DR-2961
TRIP-643694,Viman Nagar,Shivajinagar,2025-07-31T05:33:16.539040,9.35,156.52,DR-8961
TRIP-464443,Kothrud,Swargate,2025-07-31T04:00:16.557869,8.84,140.41,DR-2240
TRIP-508896,Koregaon Park,Hinjewadi,2025-07-30T21:08:16.578693,8.32,122.89,DR-3536
TRIP-204724,Swargate,Kothrud,2025-07-31T10:20:16.599402,4.75,82.59,DR-5177
TRIP-408964,Swargate,Wakad,2025-07-31T18:53:16.620149,14.82,253.9,DR-3472
TRIP-940554,Swargate,Hinjewadi,2025-07-31T00:18:16.640954,4.74,104.18,DR-6816
TRIP-583122,Baner,Swargate,2025-07-31T11:39:16.655233,14.64,245.79,DR-3475
TRIP-342788,Koregaon Park,Viman Nagar,2025-07-31T19:05:16.677732,6.76,113.21,DR-7857
TRIP-613901,Baner,Swargate,2025-07-31T16:13:16.696489,8.68,150.59,DR-3820
TRIP-575924,Swargate,Baner,2025-07-31T10:19:16.717270,10.72,187.82,DR-2805
TRIP-111988,Swargate,Kothrud,2025-07-30T21:26:16.738119,7.32,139.78,DR-8943
TRIP-448191,Shivajinagar,Baner,2025-07-31T13:48:16.752350,12.99,215.92,DR-6691
TRIP-372877,Wakad,Shivajinagar,2025-07-30T21:55:16.772876,7.57,130.53,DR-2667
TRIP-595417,Hinjewadi,Viman Nagar,2025-07-31T03:45:16.793663,7.97,142.94,DR-4903
TRIP-712218,Viman Nagar,Kothrud,2025-07-31T13:04:16.814403,9.65,137.88,DR-3822
TRIP-717701,Swargate,Baner,2025-07-31T16:29:16.835244,5.78,96.44,DR-7389
TRIP-686395,Hinjewadi,Viman Nagar,2025-07-31T10:26:16.856116,8.1,131.41,DR-1134
TRIP-911902,Shivajinagar,Kothrud,2025-07-31T13:53:16.877186,3.46,73.59,DR-1741
TRIP-528673,Kothrud,Wakad,2025-07-31T13:30:16.897724,8.12,116.32,DR-5759
TRIP-788986,Viman Nagar,Wakad,2025-07-31T08:45:16.918519,8.0,123.7,DR-8506
TRIP-555051,Kothrud,Shivajinagar,2025-07-31T13:15:16.939278,14.4,195.82,DR-4105
TRIP-631088,Koregaon Park,Hinjewadi,2025-07-30T21:14:16.960094,13.88,214.83,DR-9179
TRIP-825955,Hinjewadi,Viman Nagar,2025-07-31T18:32:16.980901,11.19,189.46,DR-2077
TRIP-787299,Hinjewadi,Shivajinagar,2025-07-31T11:37:17.002395,14.44,221.58,DR-6949
TRIP-524733,Shivajinagar,Kothrud,2025-07-31T14:44:17.022610,14.49,193.2,DR-7108
TRIP-449237,Baner,Koregaon Park,2025-07-31T09:42:17.045510,12.78,193.73,DR-6218
TRIP-704731,Koregaon Park,Kothrud,2025-07-31T12:51:17.061533,8.06,133.92,DR-6847
TRIP-576152,Baner,Viman Nagar,2025-07-30T21:32:17.077548,4.99,99.68,DR-7599
TRIP-602116,Shivajinagar,Wakad,2025-07-31T08:32:17.092408,8.61,134.25,DR-5756
TRIP-904247,Wakad,Shivajinagar,2025-07-30T21:31:17.112793,10.08,181.93,DR-3923
TRIP-489862,Koregaon Park,Shivajinagar,2025-07-31T05:34:17.135996,14.1,231.67,DR-4745
TRIP-722459,Hinjewadi,Wakad,2025-07-30T23:55:17.147373,14.87,213.85,DR-2075
TRIP-498372,Kothrud,Hinjewadi,2025-07-31T18:03:17.161373,10.24,153.22,DR-3389
TRIP-803342,Baner,Viman Nagar,2025-07-31T02:52:17.175152,11.62,171.93,DR-9757
TRIP-802490,Baner,Wakad,2025-07-31T12:53:17.191114,4.05,90.12,DR-2159
TRIP-280015,Kothrud,Baner,2025-07-31T07:32:17.202937,13.5,232.04,DR-2350
TRIP-672547,Hinjewadi,Koregaon Park,2025-07-30T20:55:17.216801,6.52,100.52,DR-8045
TRIP-942859,Swargate,Viman Nagar,2025-07-31T10:42:17.232135,4.11,79.63,DR-1120
TRIP-360458,Koregaon Park,Hinjewadi,2025-07-31T12:34:17.253222,12.52,180.81,DR-9223
TRIP-364084,Viman Nagar,Koregaon Park,2025-07-31T01:35:17.269000,8.22,158.21,DR-9522
TRIP-746265,Shivajinagar,Koregaon Park,2025-07-31T11:39:17.279300,11.3,174.1,DR-3223
TRIP-416864,Baner,Viman Nagar,2025-07-31T15:03:17.293212,8.8,130.86,DR-8188
TRIP-101256,Hinjewadi,Swargate,2025-07-31T18:50:17.306982,7.31,115.88,DR-7970
TRIP-704987,Baner,Swargate,2025-07-31T08:58:17.320929,6.52,126.86,DR-3085
TRIP-439340,Swargate,Shivajinagar,2025-07-31T15:32:17.334849,11.07,172.22,DR-9250
TRIP-783586,Baner,Hinjewadi,2025-07-31T16:05:17.348646,11.89,210.45,DR-9747
TRIP-151268,Swargate,Baner,2025-07-31T12:28:17.362574,14.98,228.78,DR-5670
TRIP-849998,Swargate,Koregaon Park,2025-07-31T00:35:17.383354,8.7,141.3,DR-2356
TRIP-670111,Swargate,Shivajinagar,2025-07-31T09:41:17.406636,11.5,201.79,DR-7094
TRIP-292004,Hinjewadi,Koregaon Park,2025-07-31T13:45:17.422337,3.42,80.91,DR-6294
TRIP-682327,Viman Nagar,Koregaon Park,2025-07-31T17:53:17.445860,11.93,198.06,DR-8667
TRIP-728217,Swargate,Wakad,2025-07-31T13:11:17.459629,3.15,68.45,DR-1210
TRIP-250618,Shivajinagar,Viman Nagar,2025-07-31T12:42:17.473553,10.28,175.57,DR-6343
TRIP-913282,Baner,Swargate,2025-07-31T08:16:17.487423,14.17,241.62,DR-4708
TRIP-893755,Wakad,Hinjewadi,2025-07-31T13:48:17.501290,9.39,139.39,DR-9071
TRIP-372609,Koregaon Park,Shivajinagar,2025-07-31T02:14:17.515182,12.08,213.66,DR-6759
TRIP-913416,Wakad,Swargate,2025-07-31T07:25:17.529038,11.25,198.0,DR-4889
TRIP-136963,Baner,Hinjewadi,2025-07-31T16:38:17.549797,14.63,200.07,DR-6109
TRIP-877735,Baner,Swargate,2025-07-31T01:58:17.563985,9.11,158.15,DR-2786
TRIP-337700,Swargate,Shivajinagar,2025-07-31T05:20:17.577540,12.9,184.06,DR-7758
TRIP-729851,Swargate,Hinjewadi,2025-07-31T00:01:17.591459,14.59,195.74,DR-1190
TRIP-737164,Kothrud,Swargate,2025-07-31T17:04:17.605341,3.11,73.59,DR-1712
TRIP-498531,Swargate,Hinjewadi,2025-07-31T07:23:17.619231,8.11,131.76,DR-5018
TRIP-645100,Koregaon Park,Shivajinagar,2025-07-30T21:00:17.633547,5.89,108.54,DR-2776
TRIP-196990,Baner,Wakad,2025-07-31T18:32:17.656166,8.72,163.55,DR-1756
TRIP-378434,Viman Nagar,Wakad,2025-07-31T17:48:17.667772,3.5,75.45,DR-9296
TRIP-641401,Swargate,Wakad,2025-07-30T21:59:17.681602,14.16,200.23,DR-3524
TRIP-448081,Swargate,Viman Nagar,2025-07-31T06:08:17.702455,11.96,184.55,DR-6223
TRIP-792110,Wakad,Baner,2025-07-31T15:11:17.716741,13.4,212.95,DR-1902
TRIP-205312,Swargate,Koregaon Park,2025-07-30T21:28:17.737228,5.43,93.13,DR-7123
TRIP-585364,Swargate,Viman Nagar,2025-07-31T06:32:17.759463,12.03,170.43,DR-6225
TRIP-539786,Wakad,Koregaon Park,2025-07-31T17:11:17.778932,4.06,84.0,DR-5916
TRIP-267282,Wakad,Baner,2025-07-31T04:04:17.799765,8.54,162.62,DR-2987
TRIP-251818,Baner,Shivajinagar,2025-07-31T11:36:17.820395,14.91,256.5,DR-8621
TRIP-536325,Kothrud,Shivajinagar,2025-07-31T04:04:17.841222,9.86,169.4,DR-4229
TRIP-139507,Kothrud,Koregaon Park,2025-07-31T18:33:17.862030,3.14,69.44,DR-7319
TRIP-501992,Swargate,Hinjewadi,2025-07-31T11:15:17.875903,13.88,217.46,DR-8338
TRIP-258518,Baner,Swargate,2025-07-30T22:35:17.889823,5.97,113.38,DR-8171
TRIP-365818,Swargate,Baner,2025-07-31T11:57:17.910651,3.21,69.55,DR-5734
TRIP-442151,Koregaon Park,Hinjewadi,2025-07-31T05:57:17.924386,7.15,122.16,DR-4620
TRIP-834487,Koregaon Park,Shivajinagar,2025-07-31T17:50:17.938525,6.38,124.14,DR-3825
TRIP-307661,Wakad,Baner,2025-07-31T13:04:17.952366,11.07,196.09,DR-2160
TRIP-962244,Hinjewadi,Swargate,2025-07-31T11:25:17.966112,14.05,199.94,DR-7472
TRIP-877583,Swargate,Kothrud,2025-07-31T10:25:17.979897,6.45,103.59,DR-9084
TRIP-416323,Shivajinagar,Hinjewadi,2025-07-31T07:21:17.995423,9.06,144.06,DR-3146
TRIP-267763,Kothrud,Swargate,2025-07-31T02:45:18.007676,3.6,84.51,DR-7011
TRIP-421337,Viman Nagar,Koregaon Park,2025-07-31T03:20:18.021594,4.13,83.53,DR-8794
TRIP-224306,Kothrud,Swargate,2025-07-30T23:42:18.042760,11.75,184.57,DR-4735
TRIP-441996,Shivajinagar,Hinjewadi,2025-07-31T05:35:18.064542,8.94,147.51,DR-6767
TRIP-411730,Kothrud,Shivajinagar,2025-07-31T10:05:18.086584,11.08,198.99,DR-3770
TRIP-850619,Kothrud,Swargate,2025-07-31T12:57:18.101554,14.88,253.56,DR-4365
TRIP-907867,Shivajinagar,Kothrud,2025-07-31T09:41:18.118717,13.08,204.08,DR-5913
TRIP-152947,Hinjewadi,Kothrud,2025-07-31T09:54:18.139545,6.98,118.28,DR-9770
TRIP-193982,Viman Nagar,Baner,2025-07-30T22:06:18.153580,7.35,111.89,DR-9011
TRIP-802624,Baner,Wakad,2025-07-31T00:45:18.167271,9.48,155.85,DR-8028
TRIP-788001,Swargate,Koregaon Park,2025-07-31T17:23:18.183145,4.06,76.45,DR-1292
TRIP-835770,Hinjewadi,Viman Nagar,2025-07-31T09:18:18.203833,9.01,152.8,DR-2870
TRIP-171763,Kothrud,Viman Nagar,2025-07-31T00:23:18.219698,11.63,165.94,DR-6045
TRIP-899353,Viman Nagar,Wakad,2025-07-31T00:47:18.231711,10.84,149.3,DR-3875
TRIP-966959,Baner,Viman Nagar,2025-07-31T19:08:18.243546,5.51,110.21,DR-3264
TRIP-631245,Hinjewadi,Swargate,2025-07-31T18:11:18.264393,9.34,139.82,DR-2294
TRIP-724337,Kothrud,Baner,2025-07-31T16:32:18.278256,7.43,110.7,DR-4909
TRIP-642144,Baner,Swargate,2025-07-31T07:19:18.293474,11.46,155.19,DR-6353
TRIP-175267,Shivajinagar,Kothrud,2025-07-31T04:49:18.306026,7.82,151.53,DR-5903
TRIP-217955,Wakad,Shivajinagar,2025-07-31T07:25:18.319873,6.65,114.47,DR-5940
TRIP-362191,Wakad,Hinjewadi,2025-07-30T23:57:18.334294,12.02,212.82,DR-7395
TRIP-733199,Shivajinagar,Swargate,2025-07-31T08:43:18.354858,13.06,202.66,DR-3978
TRIP-246435,Wakad,Baner,2025-07-31T07:18:18.375531,9.84,176.51,DR-3364
TRIP-628578,Koregaon Park,Baner,2025-07-31T02:50:18.396284,3.1,72.16,DR-7187
TRIP-935425,Viman Nagar,Koregaon Park,2025-07-31T20:16:18.417117,5.25,105.22,DR-3528
TRIP-682301,Baner,Swargate,2025-07-31T03:03:18.439336,11.74,183.02,DR-6828
TRIP-917001,Koregaon Park,Shivajinagar,2025-07-31T18:10:18.458635,8.13,127.93,DR-7287
TRIP-435840,Koregaon Park,Kothrud,2025-07-31T19:30:18.479467,12.81,163.63,DR-3128
TRIP-806972,Kothrud,Viman Nagar,2025-07-31T19:40:18.535429,10.86,175.05,DR-7983
TRIP-452527,Swargate,Koregaon Park,2025-07-31T10:38:18.548996,10.44,174.76,DR-5332
TRIP-303862,Kothrud,Koregaon Park,2025-07-31T10:50:18.562717,13.82,173.22,DR-1970
TRIP-497429,Viman Nagar,Hinjewadi,2025-07-30T23:26:18.576591,6.61,106.93,DR-4054
TRIP-239342,Shivajinagar,Kothrud,2025-07-31T01:28:18.597454,14.3,182.47,DR-5440
TRIP-897535,Kothrud,Wakad,2025-07-31T19:33:18.611527,8.53,130.06,DR-8832
TRIP-252360,Shivajinagar,Wakad,2025-07-31T18:20:18.632082,12.5,220.06,DR-7510
TRIP-162733,Swargate,Wakad,2025-07-31T07:03:18.652911,7.92,132.37,DR-2503
TRIP-761875,Kothrud,Viman Nagar,2025-07-31T11:45:18.673711,13.62,193.79,DR-8442
TRIP-370084,Swargate,Wakad,2025-07-31T04:10:18.694508,10.04,145.15,DR-8354
TRIP-611498,Kothrud,Viman Nagar,2025-07-30T23:10:18.715327,14.35,210.07,DR-8665
TRIP-861154,Baner,Viman Nagar,2025-07-30T22:18:18.736414,4.65,88.75,DR-9499
TRIP-238051,Baner,Swargate,2025-07-31T00:15:18.758275,12.6,165.17,DR-6293
TRIP-173536,Wakad,Shivajinagar,2025-07-31T15:08:18.779765,8.06,125.13,DR-1246
TRIP-583407,Hinjewadi,Shivajinagar,2025-07-31T03:12:18.791564,14.38,221.54,DR-5342
TRIP-622403,Baner,Kothrud,2025-07-30T20:43:18.805665,14.94,213.12,DR-5198
TRIP-217607,Baner,Hinjewadi,2025-07-30T21:59:18.819346,4.58,97.0,DR-8810
TRIP-602814,Hinjewadi,Wakad,2025-07-31T04:32:18.833215,6.33,117.08,DR-8926
TRIP-800437,Wakad,Swargate,2025-07-31T11:30:18.854177,13.87,210.96,DR-7827
TRIP-557142,Baner,Kothrud,2025-07-31T16:51:18.874828,12.19,165.74,DR-7822
TRIP-183667,Shivajinagar,Kothrud,2025-07-31T14:39:18.888805,14.13,176.6,DR-2097
TRIP-804195,Swargate,Hinjewadi,2025-07-31T08:57:18.909510,12.82,195.81,DR-6148
TRIP-958020,Viman Nagar,Baner,2025-07-31T09:16:18.930332,11.78,171.99,DR-4620
TRIP-700192,Kothrud,Baner,2025-07-31T20:16:18.951144,11.19,182.41,DR-8630
TRIP-733945,Hinjewadi,Koregaon Park,2025-07-31T00:38:18.972143,13.6,219.32,DR-5705
TRIP-795014,Viman Nagar,Wakad,2025-07-30T23:38:18.992853,10.58,150.26,DR-7920
TRIP-327370,Hinjewadi,Viman Nagar,2025-07-31T05:10:19.013959,12.84,209.89,DR-9134
TRIP-709426,Kothrud,Viman Nagar,2025-07-31T05:28:19.036504,7.69,145.73,DR-9643
TRIP-679513,Wakad,Viman Nagar,2025-07-31T17:16:19.048395,5.55,103.19,DR-6627
TRIP-135342,Viman Nagar,Kothrud,2025-07-31T14:20:19.064654,3.89,77.55,DR-9276
TRIP-939534,Viman Nagar,Kothrud,2025-07-31T01:46:19.079626,9.45,161.83,DR-7464
TRIP-463002,Koregaon Park,Swargate,2025-07-31T15:48:19.105871,3.09,74.7,DR-8919
TRIP-192716,Kothrud,Koregaon Park,2025-07-31T03:02:19.117939,7.2,112.41,DR-9248
TRIP-115189,Swargate,Shivajinagar,2025-07-31T19:22:19.132976,4.34,88.43,DR-9716
TRIP-691328,Shivajinagar,Hinjewadi,2025-07-31T02:56:19.149042,7.61,129.36,DR-5920
TRIP-323516,Viman Nagar,Swargate,2025-07-31T13:11:19.164370,7.86,123.81,DR-7107
TRIP-600427,Baner,Shivajinagar,2025-07-31T03:59:19.187043,6.75,134.95,DR-9245
TRIP-991181,Swargate,Wakad,2025-07-31T17:50:19.207876,5.28,100.99,DR-9088
TRIP-506708,Swargate,Viman Nagar,2025-07-31T04:02:19.221981,8.32,135.06,DR-2412
TRIP-132181,Shivajinagar,Wakad,2025-07-31T11:16:19.242518,4.84,94.03,DR-9006
TRIP-498986,Baner,Hinjewadi,2025-07-30T22:39:19.264787,14.46,226.69,DR-8984
TRIP-724482,Viman Nagar,Wakad,2025-07-30T23:17:19.277230,13.27,213.92,DR-8941
TRIP-945015,Shivajinagar,Swargate,2025-07-30T20:25:19.291082,13.34,199.38,DR-7558
TRIP-822015,Shivajinagar,Baner,2025-07-30T22:01:19.307160,10.2,165.88,DR-7586
TRIP-937246,Baner,Wakad,2025-07-31T03:01:19.322799,12.4,212.4,DR-5344
TRIP-653971,Koregaon Park,Shivajinagar,2025-07-31T04:23:19.346557,12.04,202.57,DR-1398
TRIP-612275,Shivajinagar,Baner,2025-07-31T19:56:19.360463,10.89,157.07,DR-1758
TRIP-731910,Swargate,Viman Nagar,2025-07-31T10:56:19.374385,3.18,75.62,DR-2295
TRIP-730000,Koregaon Park,Kothrud,2025-07-31T10:58:19.395638,11.41,205.66,DR-4323
TRIP-462139,Viman Nagar,Wakad,2025-07-31T00:52:19.417478,14.77,239.3,DR-8061
TRIP-118267,Baner,Koregaon Park,2025-07-30T22:13:19.438061,12.14,184.06,DR-8931
TRIP-301372,Swargate,Shivajinagar,2025-07-31T12:14:19.458005,13.27,168.4,DR-3920
TRIP-153466,Wakad,Viman Nagar,2025-07-31T08:29:19.471509,7.73,149.77,DR-5387
TRIP-373936,Baner,Wakad,2025-07-31T05:20:19.492268,4.37,85.88,DR-2830
TRIP-761294,Viman Nagar,Baner,2025-07-31T03:58:19.513083,14.55,221.56,DR-9390
TRIP-889167,Shivajinagar,Koregaon Park,2025-07-31T11:14:19.527277,14.15,233.8,DR-9405
TRIP-963877,Swargate,Koregaon Park,2025-07-31T16:23:19.540880,13.48,173.85,DR-1197
TRIP-314925,Swargate,Kothrud,2025-07-30T23:32:19.554751,6.88,110.35,DR-8692
TRIP-730310,Shivajinagar,Koregaon Park,2025-07-31T10:15:19.568648,11.01,181.64,DR-3180
TRIP-106730,Swargate,Hinjewadi,2025-07-31T12:12:19.589386,5.42,114.35,DR-1245
TRIP-965037,Shivajinagar,Baner,2025-07-30T21:15:19.610264,10.23,160.27,DR-8697
TRIP-827049,Hinjewadi,Wakad,2025-07-31T15:21:19.631069,10.91,188.95,DR-8071
TRIP-917487,Wakad,Viman Nagar,2025-07-31T05:49:19.651834,9.31,149.67,DR-5699
TRIP-644874,Swargate,Kothrud,2025-07-31T19:54:19.672852,8.37,138.8,DR-9114
TRIP-138848,Hinjewadi,Koregaon Park,2025-07-31T13:09:19.693516,12.7,194.87,DR-4177
TRIP-825914,Swargate,Viman Nagar,2025-07-31T00:24:19.708933,14.13,235.81,DR-9394
TRIP-169492,Viman Nagar,Hinjewadi,2025-07-30T21:44:19.723991,4.4,98.61,DR-9381
TRIP-308452,Wakad,Viman Nagar,2025-07-31T18:21:19.739184,6.73,110.33,DR-2405
TRIP-248097,Viman Nagar,Koregaon Park,2025-07-31T06:47:19.763725,6.47,99.99,DR-3104
TRIP-851484,Koregaon Park,Baner,2025-07-30T22:40:19.777547,4.86,86.5,DR-2806
TRIP-642871,Hinjewadi,Viman Nagar,2025-07-30T20:54:19.793134,12.4,167.67,DR-9124
TRIP-323810,Shivajinagar,Wakad,2025-07-31T05:44:19.812496,4.18,82.88,DR-4265
TRIP-151388,Wakad,Baner,2025-07-31T05:30:19.826610,3.83,85.92,DR-8535
TRIP-333446,Kothrud,Wakad,2025-07-31T07:36:19.844347,3.6,71.84,DR-3448
TRIP-490851,Baner,Hinjewadi,2025-07-31T05:40:19.860919,4.1,77.47,DR-6915
TRIP-921650,Swargate,Kothrud,2025-07-31T02:38:19.879491,7.44,135.94,DR-2164
TRIP-473773,Baner,Shivajinagar,2025-07-31T04:13:19.897298,3.54,84.57,DR-3402
TRIP-588450,Koregaon Park,Wakad,2025-07-31T12:05:19.916436,6.96,133.96,DR-5222
TRIP-627836,Baner,Hinjewadi,2025-07-30T23:43:19.932197,9.83,153.89,DR-3620
TRIP-281648,Shivajinagar,Viman Nagar,2025-07-31T07:15:19.952839,12.76,187.09,DR-6756
TRIP-812341,Hinjewadi,Viman Nagar,2025-07-31T18:21:19.964695,12.11,207.58,DR-8422
TRIP-737140,Kothrud,Wakad,2025-07-31T06:06:19.980087,11.05,192.15,DR-8638
TRIP-514317,Koregaon Park,Hinjewadi,2025-07-31T04:30:19.992505,12.87,196.25,DR-3630
TRIP-616723,Shivajinagar,Kothrud,2025-07-31T19:46:20.006914,7.09,117.72,DR-2940
TRIP-355810,Swargate,Kothrud,2025-07-31T14:09:20.022579,13.94,236.62,DR-3465
TRIP-259822,Baner,Hinjewadi,2025-07-31T07:57:20.049018,11.23,189.39,DR-9292
TRIP-127026,Shivajinagar,Wakad,2025-07-31T12:42:20.068859,6.75,120.98,DR-3628
TRIP-550442,Koregaon Park,Kothrud,2025-07-31T06:08:20.088950,14.21,179.5,DR-9525
TRIP-488507,Hinjewadi,Wakad,2025-07-30T21:29:20.103522,9.63,156.53,DR-9192
TRIP-915757,Viman Nagar,Kothrud,2025-07-31T11:23:20.118439,9.58,158.3,DR-6524
TRIP-980532,Hinjewadi,Kothrud,2025-07-31T18:02:20.131293,11.04,177.94,DR-1572
TRIP-152225,Baner,Shivajinagar,2025-07-31T12:03:20.145030,9.82,172.95,DR-9148
TRIP-524268,Kothrud,Hinjewadi,2025-07-31T16:22:20.160999,8.23,130.69,DR-3135
TRIP-666524,Koregaon Park,Hinjewadi,2025-07-31T20:19:20.172479,13.55,189.6,DR-9747
TRIP-717398,Shivajinagar,Baner,2025-07-31T10:40:20.187930,8.09,127.42,DR-3668
TRIP-232830,Koregaon Park,Kothrud,2025-07-31T07:25:20.200641,8.92,156.98,DR-4605
TRIP-862438,Baner,Kothrud,2025-07-31T13:35:20.216498,5.93,96.53,DR-5171
TRIP-761126,Koregaon Park,Shivajinagar,2025-07-31T05:13:20.241225,3.78,88.38,DR-4456
TRIP-701186,Shivajinagar,Wakad,2025-07-30T20:59:20.263295,14.95,239.52,DR-8846
TRIP-145777,Wakad,Viman Nagar,2025-07-31T01:18:20.284406,12.75,167.85,DR-6467
TRIP-151961,Koregaon Park,Shivajinagar,2025-07-31T05:17:20.305636,4.04,81.39,DR-9682
TRIP-989956,Kothrud,Baner,2025-07-31T08:29:20.319395,6.47,129.02,DR-6564
TRIP-131580,Shivajinagar,Swargate,2025-07-31T12:43:20.333785,14.59,217.33,DR-1895
TRIP-677006,Baner,Koregaon Park,2025-07-31T12:27:20.355676,10.74,144.36,DR-3485
TRIP-352570,Shivajinagar,Koregaon Park,2025-07-31T19:52:20.367619,3.33,80.88,DR-9161
TRIP-598508,Swargate,Kothrud,2025-07-31T06:14:20.388481,9.58,174.66,DR-6507
TRIP-290781,Shivajinagar,Hinjewadi,2025-07-30T23:14:20.402673,3.23,74.75,DR-9068
TRIP-195073,Hinjewadi,Wakad,2025-07-31T00:08:20.415806,10.98,189.21,DR-4046
TRIP-314388,Koregaon Park,Kothrud,2025-07-31T00:13:20.430013,13.99,215.05,DR-6119
TRIP-935669,Kothrud,Baner,2025-07-31T13:55:20.443568,3.35,75.18,DR-8130
TRIP-895206,Viman Nagar,Wakad,2025-07-31T17:39:20.464616,8.44,139.37,DR-6736
TRIP-424347,Swargate,Hinjewadi,2025-07-30T22:48:20.487059,9.73,176.73,DR-4727
TRIP-342334,Swargate,Viman Nagar,2025-07-31T13:25:20.506711,6.52,117.66,DR-9500
TRIP-474485,Swargate,Hinjewadi,2025-07-31T14:18:20.520725,7.5,134.83,DR-6991
TRIP-701256,Baner,Hinjewadi,2025-07-30T21:35:20.533986,9.32,170.06,DR-8501
TRIP-583629,Swargate,Kothrud,2025-07-31T01:36:20.549298,11.33,176.02,DR-3673
TRIP-220529,Hinjewadi,Kothrud,2025-07-31T13:13:20.565254,7.16,135.85,DR-7871
TRIP-493129,Shivajinagar,Wakad,2025-07-31T12:11:20.581000,13.52,210.67,DR-2607
TRIP-517139,Baner,Swargate,2025-07-31T04:19:20.596716,6.51,115.25,DR-4387
TRIP-833752,Baner,Hinjewadi,2025-07-31T19:37:20.611939,6.54,106.75,DR-2673
TRIP-232176,Baner,Koregaon Park,2025-07-31T12:35:20.623308,11.22,163.99,DR-8401
TRIP-404103,Koregaon Park,Hinjewadi,2025-07-30T22:53:20.637006,4.63,95.8,DR-6705
TRIP-977957,Shivajinagar,Koregaon Park,2025-07-31T18:59:20.651016,3.19,75.59,DR-4789
TRIP-835235,Koregaon Park,Shivajinagar,2025-07-31T02:36:20.666747,12.3,204.25,DR-6781
TRIP-208579,Wakad,Baner,2025-07-31T05:41:20.678580,6.66,118.08,DR-7450
TRIP-889491,Baner,Viman Nagar,2025-07-30T22:19:20.694163,14.53,181.04,DR-3444
TRIP-978430,Koregaon Park,Swargate,2025-07-31T16:46:20.706505,9.68,139.64,DR-2185
TRIP-621342,Hinjewadi,Baner,2025-07-31T12:21:20.720176,7.48,112.67,DR-9284
TRIP-686549,Shivajinagar,Wakad,2025-07-31T02:03:20.734058,7.67,116.72,DR-8632
TRIP-510154,Baner,Koregaon Park,2025-07-31T03:52:20.754914,10.38,160.82,DR-9307
